Title,Date,content
"Wife dies, man in hospital after EM Bypass crash in Kolkata","Updated: Jun 17, 2022, 07:34 IST","KOLKATA: A 49-year-old woman returning from a trip to Hong Kong was killed and her husband critically injured when the sedan they were travelling in was rammed by a luxury saloon car on EM Bypass around 12.55am on Thursday. Minu Dhandania (49), who lived in Block E of New Alipore, died before reaching the hospital and her husband, Devkishan Dhandania (51), is admitted to AMRI Hospital in Salt Lake with serious injuries. The couple had just landed from Hong Kong and were on their way home. Rahul Kedia (33), who was at the wheel of the Mercedes-Benz E-Class that ploughed into the white Honda City by which the Dhandhanias were travelling, has been arrested. Reviewing the CCTV footage from the area, police have concluded that the fault lay entirely with Kedia, a tax consultant and a resident of Narkeldanga Main Road. He has been remanded in police custody for a week, said DCP (traffic) Sunil Yadav. Even as a case of culpable homicide not amounting to murder has been initiated against Kedia at the Beliaghata police station, the fatal squad of Kolkata Police has taken over the probe.The high-impact accident took place on EM Bypass at the intersection with Beliaghata Main Road around 12.55am. Both the vehicles were headed south towards the Maa flyover. According to the cops from the Beliaghata police station and Beliaghata traffic guard, the Dhandanias were waiting at the Bypass-Beliaghata Main Road traffic signal after crossing the Salt Lake Stadium and a light goods vehicle was in front of it. The CCTV footage from the spot showed the luxury vehicle hurtle down the road and ram into the Honda City from behind. In the impact, the white vehicle was thrown forward and it hit the goods vehicle in front. ""Kedia claimed his father was seriously ill and that he was rushing to buy medicines. We are checking his statement,"" said an officer.A forensic team will visit the spot. ""We will carry out mechanical tests of the vehicles. We want to check the Electronic Control Unit (ECU) of the Mercedes-Benz that acts as the black box of the car to fix its speed at the time of impact,"" said an officer. The statement of the good vehicle driver has been recorded. ""We might record his statement before a magistrate,"" said another police officer."
"Six killed, as many injured as tanker rams into van in Lucknow","Updated: Jun 18, 2022, 12:22 IST","LUCKNOW: As many as six passengers including four youths were killed and six others sustained injuries after a van they were travelling in collided head on with a tanker in Banthra area of Lucknow in the early hours of Saturday. According to police, the incident took place around 3am at Bani Mohan Marg in Banthra.The deceased have been identified as Shailendra (35), Ramdhar (15), Purushottam (23), Jaikaran (16), Sambhar (13) and Rahul (13), all Hardoi natives.Assistant commissioner of police, Krishnanagar, Pawan Gautam said that the van plying from Lucknow to Hardoi via Mohan Road was carrying 12 occupants.""When they reached Latif Nagar, a speeding tanker rammed into their vehicle. The driver of the tanker managed to escape while locals and passersby informed the police about the mishap,"" said Gautam.A police team reached the spot and got all the injured admitted to a hospital. Bodies of the deceased were also stuck in the mangled remains of the vehicle. The official said that the all six were declared brought dead, while the injured were recuperating in a government hospital."
"2 killed, 8 injured in 4 bus accidents in Kolkata","Updated: Jun 18, 2022, 07:35 IST","KOLKATA: A 45-year-old man and a 59-year-old woman became the latest victims of bus accidents on Friday, taking the total number of accident deaths to five in the past 72 hours . Habibuddin Kaji (45), a resident of Jamalpur in Budge Budge, was crushed under the wheels of a private bus near the Police Training School (PTS) around 8am on Friday when he was trying to cross the road from the side of Race Course.According to the police, the CCTV footage showed that Kaji was waiting to cross the road towards the PTS. â€œHe ran and did not stop at the median divider. While he concentrated on the traffic coming from the Hastings side, he mistimed his run as traffic was coming from the SSKM end. He managed to outrun three vehicles but was mowed down by the bus plying on the Barasat-Botanical Garden route. We did not find any other bus behind the one involved in the accident. The speed was also within limit,â€ said an officer from Bhowanipore Traffic Guard. Locals, however, claimed that the bus driver had suddenly picked up speed to overtake another bus plying on the same route. Cops near PTS gate first made the victim sit on the pavement for a while before taking him to the hospital in an ambulance. â€œHe carried no external injury. He was declared dead at the SSKM Hospital where doctors stated that the man succumbed to internal injuries,â€ said an officer from Hastings police, which registered the case. The fatal squad of traffic police is probing the case. This was the second fatal accident near the PTS this month, which led the police to mull new ways to control pedestrian movement at this point. â€œWe are planning to raise the height of the median divider and create a smaller pedestrian island so that people can wait before crossing the road,â€ said an officer at Lalbazar. In the second fatal accident that took place on SN Banerjee Road, Chabi Ghorai (59), a resident of Entally, fell down from a Picnic Garden-Howrah minibus while alighting and was run over by it.In a separate accident, the driver of a truck was injured when a private bus hit it on the second Hooghly Bridge. Meanwhile, a Barasat-bound private bus lost control and rammed into a tree near Benfish crossing in Sector V on Friday evening, causing minor injuries to six passengers and the driver. The left front portion of the bus was severely damaged under the impact of the accident. Neither the bus driver nor the passengers needed hospitalisation, said the police."
Chandigarh: 2 cousins killed in hit-&amp;-run accident,"Updated: Jun 19, 2022, 11:47 IST","CHANDIGARH: Two cousins riding a cycle were killed in a hit and run accident on the road dividing sector 42/43 near the district court, Sector 43 on Saturday morning. Sector 36 police said the deceased have been identified as Raj Kishore, 40 and Bittu Singh, 35, residents of Kajehri village, Sector 52. They belonged to Bihar and were working in the city. They were on their way to Sector 37 on a cycle at around 8am. When they reached the dividing road of sector 42/43, a speeding car hit their cycle and the driver sped away. The victims sustained critical head injuries and were rushed to GMSH-16 in a PCR vehicle. Doctors declared both dead on arrival. "
"5 minors among 7 killed in tanker, van collision in Lucknow","Updated: Jun 19, 2022, 08:32 IST","LUCKNOW: Seven passengers, including four minors, were killed and five others critically injured after a van collided with a tanker in Banthra area of Lucknow in the early hours of Saturday. The accident occurred around 3am on Bani Mohan Marg in Banthra.Chief Minister Yogi Adityanath has expressed grief over the loss of lives and directed officials to ensure best treatment of the injured.The deceased were identified as Shailendra 35, Shameen 25, Purushottam 23, Ramdhar 15, Jaikaran 16, Sambhar 13 and Rahul 13. All victims were natives of Hardoi. Most of them were daily wage workers and had come to Banthra to attend a wedding. ACP, Krishnanagar, Pawan Gautam said the van plying from Lucknow to Hardoi via Mohan Road with 12 occupants. â€œWhen the van reached Latif Nagar, a speeding tanker hit it. Locals informed the police about the accident and a police team reached the spot,â€ the ACP said.â€œThe victims were taken to CHC Sarojininagar where doctors declared six passengers dead and later all were referred to KGMU trauma centre where one more succumbed to his injuries while five others are recuperating,â€ said ACP Gautam. The tanker driver fled leaving his vehicle behind. We have seized the tanker and searching for the driver. Further action will be taken after family members of the deceased give a written complaint,â€ said DCP Central Aparna Rajat Kaushik.SHO, Banthra, Ajay Kumar Singh, said that preliminary investigations suggest that Shameen who was on the wheels was riding at high speed and while trying to overtake a truck lost control and collided with the tanker. Among those killed were brothers Jaikaran 16 and Sambhar 13. "
Madhya Pradesh: 32-year-old killed after being hit by car in Ratlam,"Updated: Jun 19, 2022, 15:29 IST","INDORE: A 32-year-old man was killed in an accident in Ratlam on Friday late night. The deceased was identified as Jitendra Prajapat, 32, a resident of Dhadamgara, the police said.The accident took place on Piploda road in Jaora in Ratlam district when Jitendra was returning home from his relativeâ€™s place with two of his friends.A fast-moving car hit them from behind killing Jitendra and injuring two others- Babulal and Dinesh Kamji, the police said. The impact was so intense that Jitendraâ€™s leg was severed from his body, police said.. .AdvertisementThe injured were rushed to a government health facility in an ambulance and Jitendra was declared dead, police said. The injured were later shifted to Ratlam. "
"Kerala: Youths stage drag race for video shoot, die in collision"," Jun 19, 2022, 21:34 IST","THIRUVANANTHAPURAM: Two youths were killed after their motorcycles collided head on in what turned out to be a tragic end of drag racing conducted by a group of youths on the bypass at Mukkola near Vizhinjam on Sunday evening.The deceased have been identified as Sarath of Vandazhaninna Veedu at Chowara and Muhammed Firoz, a resident of Vattiyoorkavu.One of the deceased youths Muhammad Firoz was recently held by police for rash driving. Drag racing along the bypass has led to accidents in the past also. The police have stepped up patrolling in this area to keep a tab on youths who indulge in drag racing.Even on Sunday, four youths were held by the police for racing on the bypass road. The accident happened in the evening. Vizhinjam SI Sampath Krishna said that the youths were racing to make a video. Video was being shot by their friendsand one youth riding pillion was found holding a mobile camera and shooting the race as they moved along with the youths who were racing. Another video was being shot from atop a service road.The videos show two youths speeding along the road and ramming straight into each other. They were hurled onto the road under the impact of the accident. The helmets crashed due to the high impact fall. The youths sustained serious head injuries and were in a bad state when they were being taken to Medical college hospital. They succumbed to injuries in the hospital. The bodies have been kept at the mortuary for further procedures. The police said that their social media profiles revealed youths to be bike enthusiasts and the profiles were flooded with images of highspeed bikes."
Five members of family killed in road accident in Punjab's Kapurthala,"Updated: Jun 20, 2022, 22:32 IST","KAPURTHALA: Five members of a family, all residents of Ludhiana, died in a road accident on Jalandhar-Amritsar national highway near Hamira village here on Monday, police said.Two other family members injured in the accident have been admitted to the civil hospital in Jalandhar and their condition was stated to be serious, they said. The police said the family was going to Amritsar to pay obeisance at Harmandir Sahib (Golden Temple). When their car reached near Hamira, there was a traffic jam, to avoid it the driver took a detour but ended up hitting a tanker parked on a roadside resulting in death of five occupants of car and injuries to others, police said. . .AdvertisementA relative who lost his kin in the accident and was moving closely behind the car in his own vehicle, in a complaint with the police, said that the accident occurred due to wrong parking of tanker with no parking lights on.  Police have registered a case against the tanker driver who fled after the incident."
Bhopal: 2 bikers sans helmet killed in accidents,"Updated: Jun 20, 2022, 07:53 IST","BHOPAL: Two men, who were riding bikes without helmet, were killed in two separate road accidents in the past 24 hours.A 30-year-old man was killed after he rammed into a divider while overtaking a speeding vehicle on Link Road number-2 underHabibganj police station area in the intervening night of Saturday and Sunday. Investigating officer Abhimanyu Singh said that the man, Anupam Srivas, resided with his mother and elder brother in Rohit Nagar, Shahpura. He worked at a private firm. On Sunday around 2:30 am when he was returning home after attending a party, he lost control over his motorcycle in a bid to overtake a speeding four-wheeler. â€œAnupamâ€™s bike rammed into a divider and he sustained grievous head injury as he was not wearing a helmet,â€ said Singh adding that his friend, who was following him on another bike around 300 metres behind, spotted the incident. He alerted ambulance and rushed him to a nearby hospital, where doctors declared him brought dead. The SI said that on getting information from the hospital, a case was registered and further investigation was on. In another incident, which was reported at Govindpura police station, a 28-year-old man, Ram Pawar, was killed after a speeding cement-mixture truck hit his bike near Rachna tower on Saturday evening, Investigating officer Govind Yadav said that the deceased was a resident of Ashoka Garden and worked as a supervisor at a hotel behind Govindpura petrol pump. He hailed from Betul and was residing in Ashoka Garden area at his uncleâ€™s place. On Saturday, around 6:30 pm, when he was heading towards the hotel, a speeding cement-mixture truck hit his bike. He succumbed on the spot due to severe head injury.  The truck has been seized and driver has been arrested in the case, Yadav said."
Chennai: Man killed as bike rams flyover wall,"Updated: Jun 20, 2022, 05:59 IST","CHENNAI: A 25-year-old man died while his friend suffered injuries after their bike hit a parapet wall and fell from a height of 30 feet from a flyover along Maduravoyal bypass road early on Sunday. Police said both the men were drunk at the time of the accident. They were on their way home after meeting their friends. The deceased, Chandru, 25 worked in a private engineering firm in Gummidipoondi, while the pillion rider, Vikram, 24, works as a barber. On Sunday morning, the two friends were travelling from Tambaram towards Madhavaram when the accident took place. Police said that when they were travelling along the Maduravoyal bypass, the rider failed to notice the bend of the road, resulting in his bike hitting the parapet wall. Due to the impact, the bike got stuck in the grille of the flyover, while both its occupants were thrown off the 30 feet flyover onto the road beneath.. .AdvertisementOnly a few passersby noticed the accident in the wee hours of Sunday, and alerted police. Police rushed to the spot and took the duo to Government Stanley Medical College Hospital. Chandru was killed on the spot and was declared â€˜brought deadâ€™ at the hospital, police said. His friend Vikram is undergoing treatment at the hospital, where his condition is said to be serious. Chandruâ€™s body has been sent for a post-mortem at the same hospital. Police said Chandru was wearing a helmet while Vikram was not. â€œThey should have avoided driving the vehicle when they were drunk. Moreover, they were also speeding on the stretch, when they failed to notice the arms of the flyover and couldnâ€™t control the bikeâ€™s speed,â€ said an investigating officer.Madhavaram traffic investigation wing have registered a case of drunk driving and rash driving and are investigating. In 2015, a 48-year-old man fell off a 30 feet high flyover and died after a car hit the rear of his bike. The deceased was a former DMK municipal councillor in Porur. "
Thiruvananthapuram: Two youths killed after bikes collide head-on,"Updated: Jun 20, 2022, 05:25 IST","THIRUVANANTHAPURAM: Two youths were killed after their motorcycles collided head-on in what turned out to be a tragic end of the drag racing conducted by a group of youths on the bypass at Mukkola near Vizhinjam on Sunday evening.The deceased have been identified as Sarath of Vandazhaninna Veedu at Chowwara and Muhammed Firoz, a resident of Vattiyoorkavu.Firoz was recently arrested by the police for rash driving. Drag racing along the bypass had led to many accidents in the past.Police have stepped up patrolling in this area to keep a tab on youths who indulge in drag racing. Even on Sunday, four youths were arrested by the police for racing on the bypass road. The accident occurred in the evening. Vizhinjam sub-inspector Sampath Krishna said that the youths were racing to make a video. Video was being shot by their friends and one of the youths riding pillion was found holding a mobile camera and shooting the race as they moved along with others who were racing. Another video was being shot from atop a service road.The videos show two youths speeding along the road and ramming straight into each other. They were hurled onto the road under the impact of the accident.The youths sustained serious head injuries and were in a bad condition when they were being taken to Trivandrum Medical College Hospital. They succumbed to injuries in the hospital. The bodies have been kept at the mortuary for further procedures. The police said that the social media profiles of the youths revealed that they were bike enthusiasts and the profiles were flooded with images of high-speed bikes. Police have registered a case. Probe is on to identify other youths who were involved in the drag racing."
"Woman dies, 2 critical as cars collide in Una"," Jun 20, 2022, 08:23 IST","Shimla: A woman died and 11 others were injured, two of them seriously, as two car collided head-on at Basal village in Una district on Sunday. This is the fifth death in a road accident in the state in the past four days. Usha Devi (60) of Jhalera village of Una district is the deceased, while the seriously injured â€” a 35-year-old woman and a 10-year-old girl â€” have been referred to PGIMER, Chandigarh, in a critical condition.Till May 31 this year, Himachal Pradesh had reported 992 road accidents in which 432 people were killed and 1,553 people were injured. A case has been registered at Una Sadar police station and an investigation started. Even on Friday, a 55-year-old man was killed in a road accident at Ghaluwal village of Haroli tehsil in Una district. The motorcyclist had lost control over his two-wheeler which crashed into an oncoming tanker. In Shimla district, a truck driver died in a road accident on Saturday night. The ill-fated truck was on its way from Ghund to Chhaila. When it reached Charain, the driver lost control over the vehicle and the truck fell 100 metres down a gorge, resulting in the death of the driver.On Thursday, a person had died in a road accident in Mandi district, while another was killed and six injured in a road accident in Kandaghat subdivision of Solan. "
"Nine more die in North Eastern floods, toll touches 71","Updated: Jun 20, 2022, 08:29 IST","SILCHAR/GUWAHATI: The death toll in the northeast floods rose to 71 on Sunday, with nine more deaths being reported in the last 24 hours and four persons having gone missing. â€œThree persons died in landslides, while six deaths were due to floods,â€ an Assam State Disaster Management Authority (ASDMA) official said. The number of flood-hit people in the state went up from about 30 lakh on Saturday to 42 lakh by Sunday evening, the ASDMâ€™s latest bulletin said. It added that 5,137 villages across the stateâ€™s 33 districts have been affected. Barperta is the worst-hit district with 12.76 lakh people marooned. Two Class X students were feared to havebeen swept away at Rangia in lower Assamâ€™s Kamrup district on Sunday when they went to take a dip in a flooded low-lying area, even as their friends continued to videograph the incident. The duo remained untraceable until late evening. In another incident, three more persons, including a woman, were killed in a landslide at the Borakhai Tea Estate in Cachar district as extremely heavy rain lashed the region triggering the second wave of floods of the season in Barak Valley.. .AdvertisementIn Arunachal Pradesh, a 16-year-old promising boxer was killed in a landslide triggered by heavy rain near capital Itanagar. He was on his way to participate in a boxing selection trial in Itanagar when the incident took place at Sood village.Meanwhile, four persons crossing the Brahmaputra in a countryboat went missing after the single-engine vessel capsized in the swelling river in Rohmoria area of Dibrugarh district. The incident took place around 10am when the boat with nine people onboard, including the boatman and his helper, was going 7km away to Balijan ghat from Polobhonga Chapori, a remote sandbar located in the middle of the Brahmaputra. At least five animals, including a leopard, have died in Kaziranga National Park in this flood season so far. Park authorities said about 15% of the park area remains inundated as of Sunday. The leopard, however, died in a road accident on the national highway passing through the park. â€œMostly deer have drowned. The toll may go up,â€ KNP director Jatindra Sarma said."
Two killed in road accident," Jun 21, 2022, 08:19 IST","Indore: Two persons were killed when the two-wheeler they were riding on was hit by a dumper truck in Khudel area, the police said on Monday. Khudel police officials said that the victims, identified as Kedar Sharma and Suraj - both natives of Bihar, worked at a private company at Nemawar Road area.â€œOn Sunday night, the duo had gone to market, and were returning to their rented apartment in Khudel area, when the motorcycle they were riding on was hit by a speeding dumper truck from behind,â€ Khudel police station in-charge Ajay Singh Gurjar said. He said that the duo fell on the road along with the motorcycle and came under the wheels of the dumper truck. . .Advertisementâ€œBoth of them were critically injured in the incident and died on the spot,â€ said Gurjar, while adding that the dumper truck driver however managed to flee from the spot and left the truck behind. Locals of the area noticed the incident and informed the police, after which a team of police from Khudel police station and an ambulance reached the spot and the bodies were recovered and later sent for post-mortem examination. Police station in-charge Gurjar said that the victimsâ€™ identity were confirmed on the basis of their ID proofs. â€œBoth the victims were natives of Bihar, and had come to Indore for work. Their families have been informed about the incident,â€ he said, while adding that a case under IPC section 304A has been registered against the accused dumper truck driver and a manhunt has been launched to identify and trace him. TNN"
"1 killed, 3 injured in road accident"," Jun 21, 2022, 04:10 IST","Udupi: An 18-year-old girl died and three others sustained injuries, after the jeep that they were travelling in overturned at Sankalakariya in Mundkur village in Karkala Rural police station limits on Sunday.The deceased is Pavana Moolya. Sources said that six persons were travelling in the vehicle. According to police, the accident took place when the vehicle was moving from Kinnigoli to Mundkur road, and the driver of the vehicle, Bhaskar Moolya, was allegedly driving in a rash manner, and lost control over the vehicle at a curve. While Pavana sustained serious head injuries and died on the way to the hospital, Bharathi,55,and Preeti, 20, who were travelling with her, and the driver sustained injuries, and have been shifted to a hospital in Mangaluru for further treatment. A case has been registered under various IPC sections. (EOM)"
"Madhya Pradesh: Four killed, 13 injured in collision between SUVs in Vidisha","Updated: Jun 22, 2022, 19:28 IST","BHOPAL: Four persons were killed and 13 injured in a head-on collision between two SUVs in Madhya Pradesh's Vidisha district on Wednesday, police said. The accident occurred around 7 am near Naulai village in Gyaraspur police station limits on Vidisha-Sagar Road, some 95 km from the state capital, additional superintendent of police (ASP) Sameer Yadav said. Four persons, all residents of Mhow in Indore district, died, while 13 others travelling in the two vehicles were injured in the collision, the official said. The deceased, included a couple aged 60 and 55 years, their daughter and the driver of their vehicle, he said. . .AdvertisementThe injured victims were undergoing treatment in different hospitals, the official said, adding that a case has been registered in this regard and further investigation is underway. PTI ADU ARU ARU"
"Scooterist trying to avoid pothole hit by truck in Bengaluru, dies","Updated: Jun 22, 2022, 10:25 IST","BENGALURU: A 48-year-old computer operator was killed after a truck rammed his scooter at NTTF junction in Peenya Industrial Area on Monday night.Police said the man had slowed down his scooter to negotiate a pothole when the truck hit him from the rear at 9.30pm. Cops identified the deceased as Shiju aka Shriju, a resident of Shettihalli near Jalahalli West. Pillion rider Prashanth, 39, sustained minor injuries.Police said Shiju and Prashanth were on their way home after work. Shiju was a computer executive in a footwear manufacturing company and Prashanth a manager. Shiju was riding the scooter and noticed the pothole while taking a turn to enter 14th Cross. He slowed down the scooter to avoid the pothole when the truck coming from behind hit his vehicle. Both Shiju and Prasahnth fell on the right side of the road; Shiju came under the truckâ€™s rear wheels and was crushed to death.  Peenya traffic police registered a case and seized both vehicles. "
West Bengal: 4 killed in pickup van-rickshaw collision,"Updated: Jun 23, 2022, 16:02 IST","ENGLISH BAZAR: Four people were killed and five others injured as a pick-up van collided head-on with a motorised rickshaw in West Bengal's Malda district, police said on Thursday. The accident happened in Goalbari in Habibpur police station area around 9.30pm on Wednesday, they said. Those killed were returning in the rickshaw from Lansa to Manikora after attending a wedding, police said. The deceased were identified as Abhijit Hansda (4), Sukurmoni Mahato (35), Sukumar Tudu (40) and Amal Mahato (40), they said. They died while undergoing treatment at different hospitals, Additional Superintendent of Police Amit Kumar Sau said. The driver of the rickshaw was allegedly drunk, police said. Following the accident, the pick-up van's driver was manhandled by a mob, they said."
"UP: 10 killed, 7 injured as vehicle returning from Haridwar meets with accident in Pilibhit"," Jun 23, 2022, 09:27 IST","LUCKNOW: At least 10 people died and seven others were injured after a vehicle returning from Haridwar in Uttarakhand met with an accident in Uttar Pradesh's Pilibhit on Thursday morning.There were 17 people travelling in a vehicle.Of them, 10 died on the spot and five being treated at a district hospital, reported ANI.Two people have been referred to Bareilly. Pilibhit DM Pulkit Khare said that they have contacted the families."
Maharashtra: 17-year-old killed in road accident,"Updated: Jun 23, 2022, 09:27 IST","NASHIK: A 17-year-old boy was killed in a road accident on the Ambad Link Road on Wednesday morning.The Satpur police are in the process of registering an FIR against the car driver for causing death due to negligence. The deceased has been identified as Mohammad Mansuri, a resident of Kewal Park along the Ambad Link Road.Satpur police said Mansuri, his uncle and another relative were walking on the Ambad Link Road when the accident took place. The boy had a bicycle with him, while his uncle was following them. At around 8 am, Mansuri and the other person with him were hit by a speeding car. His uncle, who was following them immediately arranged an autorickshaw and rushed them to the Nashik civil hospital. However, Mansuri succumbed to the injuries while his other relatives suffered minor injuries in the accident. The driver of the car concerned escaped the scene leaving his vehicle behind.The Satpur police said that Mohammad Mansuriâ€™s family have a business making cotton mattresses and pillows in the Shivaji Nagar area of Satpur. They were heading towards the shop when the accident took place."
"Cyclist, biker killed in accidents in Chandigarh","Updated: Jun 23, 2022, 12:20 IST","CHANDIGARH: Two people were killed in separate accidents in the city in the past 24 hours.Tarkeshwar Prashad of Ram Darbar said in his police complaint, â€œI, along with my brother Dharambir, 34, was going to Elante mall at 1pm Tuesday. We were on our bicycles. When we reached near the light-point of Colony Number 4, a truck hit my brotherâ€™s bicycle. After the accident, the truck driver escaped.â€ He informed the police, who took Dharambir to PGI, where he succumbed. In the other case, Rajeev Sharma of Hallomajra said, â€œI was on way home late Tuesday evening when a CTU bus hit a motorcycle near the slip road of Poultry Farm Chowk. Ashish, 32, of Panchkula, was driving the bike. Passersby took Ashish to GMCH-32. He was referred to PGI, where he succumbed during treatment. Police arrested bus driver Bhagwant Singh of Surajpur, Panchkula, and later released him on bail. "
Chhattisgarh: 18-yr-old killed in road accident in Jamul,"Updated: Jun 24, 2022, 12:17 IST","RAIPUR: An 18-year-old girl was killed and her uncle was severely injured after a tanker collided with a two-wheeler they were riding on, near Jamul in Durg district late on Wednesday evening. According to the police, B Kavya, along with her uncle Yash Sai Kiran, was heading towards Bhilai after attending a function at Parda village when the accident took place near Cherikhedi NH-53 overbridge. The girl suffered severe head injuries and died on the spot. Her uncle also sustained severe injuries and was rushed to a nearby hospital. The tanker driver fled from the spot. Police have registered a case and further investigation is on. tnn"
"Jaipur: Woman, youth killed in two accidents","Updated: Jun 24, 2022, 08:44 IST","JAIPUR: A woman and a youth were killed in two separate accidents involving reckless driving in the city on Thursday. The first accident took place on Thursday morning when a truck ploughed down a 34-year-old woman travelling on her scooter on Sikar Road.Investigating officer (IO) Virendra Singh said that the victim was identified as Anuradha Prajapat. â€œShe worked in the clothing sector. She was travelling on her scooter when a truck ran over her on Road Number 14 on Sikar Road under the VKI (Vishwakarma Industrial Area) police station of the city,â€ he said.The woman was transported to a hospital where doctors pronounced her dead. The body was shifted to the mortuary and the police broke the tragic news of her death to the family.The second incident took place shortly after Tuesday midnight in Karni Vihar.As per the Investigating officer Raghu Nandan, a vehicle hit two youths, leaving one dead and the other injured.The police identified the victim as Rashid, a native of West Bengal. Rashid and his friend Mubarak were passing through Karni Vihar road when a vehicle hit them.Rashid succumbed to his injuries, whereas his friend is suffering injuries not considered to be life-threatening and undergoing treatment in a hospital.â€œThey were natives of West Bengal and worked in Jaipur as rag pickers. The investigation into the case is underway,â€ he said."
Kozhikode: Pillion rider killed as power pole falls on him in Beypore,"Updated: Jun 24, 2022, 07:44 IST","KOZHIKODE: A young pillion rider was killed and another one injured, when a power pole of KSEB fell on their motorbike at Naduvattam near Beypore on Thursday. The deceased was identified as Arjun, son of Machakkal Babu, a resident of Kallingal near Beypore. His friend, who was riding the bike, also sustained minor injuries in the incident.According to police, the incident happened near Beypore Milma Diary around 12 noon. The youths were coming towards Beypore from Vattakkinar side and the pole suddenly fell on them while KSEB's contract workers were dismantling an old electric pole on the side of the road. Though Arjun was rushed to a hospital, he died there. It is alleged that the contract workers of KSEB carried out their dismantling work without taking precautionary measures to avoid accidents. KSEB also failed to restrict the traffic on the busy Meenchanda-Beypore road while carrying out the work.Residents then staged a strong protest against KSEB, following the incident. The protesters blocked the road for more than half-an-hour. They alleged that KSEB officials, who failed to ensure the security of the public on the road, are responsible for the youth's death and they demanded strong action against those responsible for the mishap.Though police intervened and tried to pacify the irate protesters, they were not ready to stop the blockade on the road. Finally, authorities announced a compensation of Rs 10 lakh for the family of the man who was killed in the incident and then the protesters stopped their blockade. Beypore police have stepped up the security at the electricity office near the hospital considering the strong protest."
"3 die in hit-&amp;-run, cops scour CCTV for clues"," Jun 24, 2022, 08:24 IST","Hyderabad: Three persons on a bike were killed in a hit-and-run at Aushapur on the city outskirts on Thursday morning. Police are scanning CCTV footage at the toll plaza and other places near the accident site to zero in on the offender.The accident occurred during the early hours of Thursday on National Highway 163 at Aushapur. The victims, all relatives, were coming to Uppal from Jangaon, according to Ghatkesar inspector N Chandra Babu.â€œAll three on the bike died on the spot when the unidentified vehicle rear-ended them,â€ the inspector said.The victims were identified as Paladugu Naveen (25), a private worker from Singarajupally village in Devaruppula Mandal of Jangaon; Dasari Naveen (23), a private worker from Kothaplli village in Lingala Ghanpur Mandal of Jangaon; and N Vinitha (21), a student from Metlachittapur village in Metpalli mandal of Karimnagar. Cops were alerted by motorists around 5.30 am. A police patrolling team reached the spot, secured the scene and shifted the bodies for postmortem.Police identified victims based on bike registration details and ID cards on them. â€œThey were coming to city on personal work. The were hit while there at the extreme left of the road. We suspect that a heavy vehicle might have hit the bike soon after the victims entered the highway from the adjacent service road,â€ Malkajgiri ACP Shyam Prasada Rao said. Case was registered under IPC section 304-a (causing death due to rash or negligent act)."
"Kolkata: 3 die in hit-&amp;-run, cops scour CCTV for clues at Aushapur","Updated: Jun 24, 2022, 08:27 IST","HYDERABAD: Three persons on a bike were killed in a hit-and-run at Aushapur on the city outskirts on Thursday morning. Police are scanning CCTV footage at the toll plaza and other places near the accident site to zero in on the offender.The accident occurred during the early hours of Thursday on National Highway 163 at Aushapur. The victims, all relatives, were coming to Uppal from Jangaon, according to Ghatkesar inspector N Chandra Babu.""All three on the bike died on the spot when the unidentified vehicle rear-ended them,"" the inspector said.The victims were identified as Paladugu Naveen (25), a private worker from Singarajupally village in Devaruppula Mandal of Jangaon; Dasari Naveen (23), a private worker from Kothaplli village in Lingala Ghanpur Mandal of Jangaon; and N Vinitha (21), a student from Metlachittapur village in Metpalli mandal of Karimnagar. Cops were alerted by motorists around 5.30 am. A police patrolling team reached the spot, secured the scene and shifted the bodies for postmortem.Police identified victims based on bike registration details and ID cards on them. ""They were coming to city on personal work. The were hit while there at the extreme left of the road. We suspect that a heavy vehicle might have hit the bike soon after the victims entered the highway from the adjacent service road,"" Malkajgiri ACP Shyam Prasada Rao said. Case was registered under IPC section 304-a (causing death due to rash or negligent act)."
"Motorcycle, bus collision in Dewas leaves two dead"," Jun 24, 2022, 08:30 IST","Indore: Two persons were killed when a two-wheeler they were riding on collided with a passenger bus in Dewas. The police said that the accident took place at around 12.30am on Thursday on Indore-Betul highway, when the victims Bunty Korku, a resident of Bagli and Brijlal Singh, a resident of Harda, were going to Dhantalgaon village on a motorcycle.â€œAs per the eyewitnesses, they tried to overtake a vehicle moving ahead of them, and ended up colliding with the bus coming from the opposite direction,â€ Kamlapur police post in-charge Rakesh Narwariya said.He said that both came under the wheels of the bus and died on the spot. The bus went off the road before coming to a halt.Locals claimed that the bus driver was speeding and lost control over the vehicle leading to collision with victimsâ€™ motorcycle, the police said. The driver fled from the spot leaving the vehicle behind.A case under IPC section 304A has been registered and a manhunt has been launched to nab him, Narwariya said. "
Nashik: Two killed in road accidents,"Updated: Jun 25, 2022, 10:12 IST","NASHIK: Two people were killed in separate road accidents in the city between Tuesday and Wednesday. While a 57-year-old woman travelling by an autorickshaw was killed in an accident between a car and autorickshaw in the Mumbai Naka area, a 36-year-old man riding a bike was killed in another accident on the Dwarka flyover when hit by an unidentified motorist. The Mumbai Naka police have registered an FIR for offences punishable under sections 304-A, 279 and other sections of the IPC against the car driver as well as the autorickshaw driver. In another accident, the Bhadrakali police registered an FIR against an unidentified person for the death of a 36-year-old man riding a bike. "
